"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"5837"	46	"v"	77	3	1	1	3	216	0	6	6	1	704	1	"irritant"	1	1
"5838"	46	"v"	78	3	1	1	6	216	1	5	5	1	636	6	"vriendelijk"	0	2
"5839"	46	"v"	79	3	1	1	3	216	1	5	5	1	565	1	"mooi"	1	1
"5841"	46	"v"	81	3	1	1	1	216	1	5	5	1	581	7	"sympathiek"	0	2
"5842"	46	"v"	82	3	1	1	4	216	0	6	6	1	648	1	"onvriendelijk"	0	3
"5843"	46	"v"	83	3	1	2	5	216	0	6	6	1	516	1	"onaardig"	1	1
"5844"	46	"v"	84	3	1	2	2	216	0	6	6	1	540	1	"irritant"	0	3
"5846"	46	"v"	86	3	1	2	5	216	0	6	6	1	601	1	"onaardig"	1	1
"5847"	46	"v"	87	3	1	1	6	216	1	5	5	1	603	1	"mooi"	0	2
"5848"	46	"v"	88	3	1	1	6	216	1	5	5	1	554	1	"vriendelijk"	0	2
"5849"	46	"v"	89	3	1	2	7	216	0	6	6	1	599	7	"onvriendelijk"	0	3
"5850"	46	"v"	90	3	1	2	2	216	1	5	5	1	489	1	"sympathiek"	0	3
"5851"	46	"v"	91	3	1	1	3	216	0	6	6	1	539	7	"irritant"	1	1
"5852"	46	"v"	92	3	1	2	2	216	0	6	6	1	566	1	"humeurig"	0	3
"5853"	46	"v"	93	3	1	1	6	216	0	6	6	1	471	1	"onvriendelijk"	0	2
"5854"	46	"v"	94	3	1	1	4	216	0	6	6	1	507	7	"stug"	0	3
"5855"	46	"v"	95	3	1	2	7	216	1	5	5	1	611	29	"vriendelijk"	0	3
"5856"	46	"v"	96	3	1	2	5	216	0	6	6	1	585	7	"onsympathiek"	1	1
"5857"	46	"v"	97	4	1	2	2	216	0	6	6	1	518	1	"onaardig"	0	3
"5858"	46	"v"	98	4	1	1	1	216	1	5	5	1	560	7	"lief"	0	2
"5859"	46	"v"	99	4	1	1	3	216	1	5	5	1	581	1	"vriendelijk"	1	1
"5860"	46	"v"	100	4	1	1	6	216	0	6	6	1	402	1	"irritant"	0	2
"5861"	46	"v"	101	4	1	1	3	216	0	6	6	1	595	1	"irritant"	1	1
"5862"	46	"v"	102	4	1	2	5	216	1	5	5	1	547	6	"mooi"	1	1
"5863"	46	"v"	103	4	1	1	1	216	0	6	6	1	574	1	"onsympathiek"	0	2
"5864"	46	"v"	104	4	1	2	0	216	0	6	6	1	550	7	"stug"	0	4
"5865"	46	"v"	105	4	1	1	1	216	0	6	6	1	470	1	"stug"	0	2
"5866"	46	"v"	106	4	1	1	4	216	0	6	6	1	409	1	"stug"	0	3
"5867"	46	"v"	107	4	1	2	0	216	0	6	6	1	495	6	"onaardig"	0	4
"5868"	46	"v"	108	4	1	1	6	216	0	6	6	1	416	1	"onaardig"	0	2
"5869"	46	"v"	109	4	1	2	5	216	0	6	6	1	509	1	"onvriendelijk"	1	1
"5870"	46	"v"	110	4	1	1	4	216	0	6	6	1	552	7	"irritant"	0	3
"5871"	46	"v"	111	4	1	2	7	216	1	5	5	1	564	7	"sympathiek"	0	3
"5872"	46	"v"	112	4	1	2	2	216	1	5	5	1	717	1	"lief"	0	3
"5873"	46	"v"	113	4	1	1	6	216	1	5	5	1	571	7	"sympathiek"	0	2
"5874"	46	"v"	114	4	1	1	4	216	0	6	6	1	609	7	"onsympathiek"	0	3
"5875"	46	"v"	115	4	1	2	5	216	1	5	5	1	578	1	"aangenaam"	1	1
"5876"	46	"v"	116	4	1	2	5	216	1	5	5	1	670	9	"sympathiek"	1	1
"5877"	46	"v"	117	4	1	1	4	216	0	6	6	1	602	1	"onaardig"	0	3
"5879"	46	"v"	119	4	1	1	6	216	0	6	6	1	629	1	"onsympathiek"	0	2
"5881"	46	"v"	121	4	1	2	2	216	1	5	5	1	542	1	"mooi"	0	3
"5882"	46	"v"	122	4	1	2	0	216	1	5	5	1	593	1	"lief"	0	4
"5883"	46	"v"	123	4	1	2	0	216	1	5	5	1	507	1	"lief"	0	4
"5884"	46	"v"	124	4	1	1	3	216	1	5	5	1	695	6	"aangenaam"	1	1
"5885"	46	"v"	125	4	1	1	1	216	0	6	6	1	629	1	"onsympathiek"	0	2
"5886"	46	"v"	126	4	1	1	6	216	0	6	6	1	559	1	"onsympathiek"	0	2
"5887"	46	"v"	127	4	1	1	3	216	1	5	5	1	589	1	"sympathiek"	1	1
"5888"	46	"v"	128	4	1	2	5	216	0	6	6	1	513	1	"irritant"	1	1
"5889"	47	"v"	1	1	1	2	7	216	0	6	6	1	615	7	"onvriendelijk"	1	1
"5890"	47	"v"	2	1	1	2	1	216	1	5	5	1	592	7	"aangenaam"	1	1
"5891"	47	"v"	3	1	1	1	5	216	1	5	5	1	520	1	"sympathiek"	0	2
"5895"	47	"v"	7	1	1	2	6	216	0	6	6	1	515	6	"onaardig"	1	1
"5896"	47	"v"	8	1	1	1	3	216	0	6	6	1	517	7	"onsympathiek"	1	1
"5897"	47	"v"	9	1	1	2	1	216	1	5	5	1	484	1	"sympathiek"	1	1
"5898"	47	"v"	10	1	1	1	4	216	0	6	6	1	634	7	"onaardig"	1	1
"5899"	47	"v"	11	1	1	2	6	216	0	6	6	1	522	7	"onaardig"	1	1
"5900"	47	"v"	12	1	1	2	1	216	0	6	6	1	490	7	"onaardig"	1	1
"5901"	47	"v"	13	1	1	2	7	216	1	5	5	1	403	9	"sympathiek"	1	1
"5902"	47	"v"	14	1	1	1	5	216	1	5	5	1	316	1	"sympathiek"	0	2
"5903"	47	"v"	15	1	1	2	0	216	0	6	6	1	750	6	"stug"	0	2
"5904"	47	"v"	16	1	1	2	0	216	0	6	6	1	586	1	"onvriendelijk"	0	2
"5905"	47	"v"	17	1	1	1	4	216	1	5	5	1	402	1	"mooi"	1	1
"5906"	47	"v"	18	1	1	1	5	216	0	6	6	1	507	1	"irritant"	0	2
"5907"	47	"v"	19	1	1	2	0	216	1	5	5	1	557	6	"mooi"	0	2
"5908"	47	"v"	20	1	1	1	3	216	0	6	6	1	605	7	"onsympathiek"	1	1
"5909"	47	"v"	21	1	1	2	0	216	1	5	5	1	544	6	"liefhebbend"	0	2
"5910"	47	"v"	22	1	1	2	1	216	0	6	6	1	585	7	"humeurig"	1	1
"5911"	47	"v"	23	1	1	1	3	216	0	6	6	1	531	7	"onsympathiek"	1	1
"5912"	47	"v"	24	1	1	2	6	216	1	5	5	1	485	1	"liefhebbend"	1	1
"5913"	47	"v"	25	1	1	2	6	216	0	6	6	1	500	6	"onvriendelijk"	1	1
"5915"	47	"v"	27	1	1	2	0	216	0	6	6	1	650	1	"onaardig"	0	2
"5916"	47	"v"	28	1	1	2	7	216	1	5	5	1	317	8	"vriendelijk"	1	1
"5917"	47	"v"	29	1	1	1	2	216	1	5	5	1	427	7	"vriendelijk"	0	4
"5918"	47	"v"	30	1	1	2	1	216	1	5	5	1	476	1	"sympathiek"	1	1
"5919"	47	"v"	31	1	1	2	6	216	0	6	6	1	492	10	"onvriendelijk"	1	1
"5920"	47	"v"	32	1	1	2	7	216	0	6	6	1	494	7	"onvriendelijk"	1	1
"5921"	47	"v"	33	2	1	2	1	216	1	5	5	1	556	1	"liefhebbend"	1	1
"5922"	47	"v"	34	2	1	1	2	216	1	5	5	1	441	6	"aangenaam"	0	4
"5923"	47	"v"	35	2	1	1	4	216	0	6	6	1	444	7	"irritant"	1	1
"5924"	47	"v"	36	2	1	1	3	216	1	5	5	1	450	1	"aangenaam"	1	1
"5925"	47	"v"	37	2	1	2	7	216	0	6	6	1	479	1	"onaardig"	1	1
"5926"	47	"v"	38	2	1	1	5	216	0	6	6	1	500	1	"stug"	0	2
"5927"	47	"v"	39	2	1	1	5	216	0	6	6	1	476	1	"stug"	0	2
"5928"	47	"v"	40	2	1	2	7	216	0	6	6	1	497	1	"onvriendelijk"	1	1
"5929"	47	"v"	41	2	1	1	4	216	1	5	5	1	409	1	"sympathiek"	1	1
"5930"	47	"v"	42	2	1	1	2	216	0	6	6	1	408	1	"onaardig"	0	4
"5931"	47	"v"	43	2	1	2	1	216	0	6	6	1	506	10	"irritant"	1	1
"5933"	47	"v"	45	2	1	2	0	216	1	5	5	1	550	1	"sympathiek"	0	2
"5934"	47	"v"	46	2	1	1	2	216	0	6	6	1	740	1	"humeurig"	0	4
"5935"	47	"v"	47	2	1	1	5	216	1	5	5	1	476	8	"mooi"	0	2
"5936"	47	"v"	48	2	1	1	4	216	1	5	5	1	484	7	"liefhebbend"	1	1
"5937"	47	"v"	49	2	1	2	7	216	0	6	6	1	532	7	"onvriendelijk"	1	1
"5938"	47	"v"	50	2	1	2	0	216	0	6	6	1	462	7	"irritant"	0	2
"5939"	47	"v"	51	2	1	2	1	216	1	5	5	1	478	6	"vriendelijk"	1	1
"5940"	47	"v"	52	2	1	1	3	216	1	5	5	1	526	8	"aangenaam"	1	1
"5941"	47	"v"	53	2	1	2	0	216	1	5	5	1	431	1	"vriendelijk"	0	2
"5942"	47	"v"	54	2	1	1	3	216	1	5	5	1	485	1	"liefhebbend"	1	1
"5943"	47	"v"	55	2	1	1	3	216	1	5	5	1	399	1	"lief"	1	1
"5944"	47	"v"	56	2	1	1	4	216	1	5	5	1	470	39	"sympathiek"	1	1
"5945"	47	"v"	57	2	1	2	6	216	0	6	6	1	481	7	"stug"	1	1
"5946"	47	"v"	58	2	1	2	0	216	0	6	6	1	446	16	"stug"	0	2
"5947"	47	"v"	59	2	1	2	6	216	1	5	5	1	500	2	"lief"	1	1
"5948"	47	"v"	60	2	1	1	3	216	0	6	6	1	562	1	"onsympathiek"	1	1
"5950"	47	"v"	62	2	1	1	5	216	1	5	5	1	467	1	"liefhebbend"	0	2
"5951"	47	"v"	63	2	1	1	2	216	0	6	6	1	416	1	"stug"	0	4
"5953"	47	"v"	65	3	1	1	2	216	1	5	5	1	507	7	"sympathiek"	0	4
"5954"	47	"v"	66	3	1	1	3	216	0	6	6	1	626	7	"onaardig"	1	1
"5955"	47	"v"	67	3	1	2	1	216	0	6	6	1	699	7	"onvriendelijk"	1	1
"5956"	47	"v"	68	3	1	1	4	216	1	5	5	1	435	1	"lief"	1	1
"5957"	47	"v"	69	3	1	2	1	216	0	6	6	1	433	7	"irritant"	1	1
"5958"	47	"v"	70	3	1	1	2	216	0	6	6	1	501	7	"stug"	0	4
"5959"	47	"v"	71	3	1	1	5	216	0	6	6	1	522	1	"onsympathiek"	0	2
"5960"	47	"v"	72	3	1	1	2	216	0	6	6	1	489	1	"onaardig"	0	4
"5961"	47	"v"	73	3	1	2	6	216	1	5	5	1	428	7	"mooi"	1	1
"5962"	47	"v"	74	3	1	1	4	216	0	6	6	1	677	1	"onvriendelijk"	1	1
"5963"	47	"v"	75	3	1	2	6	216	0	6	6	1	518	1	"humeurig"	1	1
"5964"	47	"v"	76	3	1	1	2	216	0	6	6	1	471	1	"onvriendelijk"	0	4
"5965"	47	"v"	77	3	1	2	1	216	0	6	6	1	506	1	"onvriendelijk"	1	1
"5966"	47	"v"	78	3	1	2	1	216	1	5	5	1	626	7	"liefhebbend"	1	1
"5967"	47	"v"	79	3	1	2	6	216	1	5	5	1	490	9	"vriendelijk"	1	1
"5968"	47	"v"	80	3	1	2	6	216	0	6	6	1	477	7	"irritant"	1	1
"5969"	47	"v"	81	3	1	1	5	216	1	5	5	1	654	7	"sympathiek"	0	2
"5970"	47	"v"	82	3	1	2	6	216	1	5	5	1	570	1	"lief"	1	1
"5971"	47	"v"	83	3	1	2	1	216	0	6	6	1	500	7	"onsympathiek"	1	1
"5972"	47	"v"	84	3	1	2	7	216	1	5	5	1	629	7	"mooi"	1	1
"5973"	47	"v"	85	3	1	1	2	216	1	5	5	1	499	1	"lief"	0	4
"5974"	47	"v"	86	3	1	1	3	216	1	5	5	1	435	1	"vriendelijk"	1	1
"5975"	47	"v"	87	3	1	1	4	216	1	5	5	1	452	1	"liefhebbend"	1	1
"5976"	47	"v"	88	3	1	2	6	216	1	5	5	1	314	1	"mooi"	1	1
"5977"	47	"v"	89	3	1	2	6	216	1	5	5	1	265	1	"vriendelijk"	1	1
"5978"	47	"v"	90	3	1	2	7	216	1	5	5	1	492	1	"mooi"	1	1
"5979"	47	"v"	91	3	1	2	0	216	0	6	6	1	490	1	"onaardig"	0	2
"5980"	47	"v"	92	3	1	2	0	216	0	6	6	1	445	7	"onaardig"	0	2
"5981"	47	"v"	93	3	1	1	4	216	0	6	6	1	530	7	"onvriendelijk"	1	1
"5983"	47	"v"	95	3	1	1	2	216	0	6	6	1	552	1	"onaardig"	0	4
"5984"	47	"v"	96	3	1	1	5	216	0	6	6	1	548	7	"irritant"	0	2
"5985"	47	"v"	97	4	1	1	4	216	0	6	6	1	532	7	"stug"	1	1
"5987"	47	"v"	99	4	1	1	4	216	1	5	5	1	439	7	"lief"	1	1
"5988"	47	"v"	100	4	1	1	5	216	1	5	5	1	372	1	"lief"	0	2
"5989"	47	"v"	101	4	1	2	7	216	0	6	6	1	455	6	"irritant"	1	1
"5990"	47	"v"	102	4	1	2	0	216	0	6	6	1	610	1	"humeurig"	0	2
"5991"	47	"v"	103	4	1	1	2	216	1	5	5	1	490	1	"sympathiek"	0	4
"5992"	47	"v"	104	4	1	2	0	216	1	5	5	1	516	8	"liefhebbend"	0	2
"5993"	47	"v"	105	4	1	1	5	216	0	6	6	1	503	7	"onaardig"	0	2
"5994"	47	"v"	106	4	1	1	4	216	0	6	6	1	566	1	"irritant"	1	1
"5995"	47	"v"	107	4	1	1	5	216	1	5	5	1	592	7	"vriendelijk"	0	2
"5996"	47	"v"	108	4	1	1	5	216	1	5	5	1	600	7	"liefhebbend"	0	2
"5997"	47	"v"	109	4	1	2	7	216	1	5	5	1	800	7	"aangenaam"	1	1
"5998"	47	"v"	110	4	1	2	0	216	1	5	5	1	713	21	"aangenaam"	0	2
"5999"	47	"v"	111	4	1	1	3	216	1	5	5	1	641	7	"liefhebbend"	1	1
"6000"	47	"v"	112	4	1	1	3	216	1	5	5	1	560	6	"sympathiek"	1	1
"6001"	47	"v"	113	4	1	2	6	216	1	5	5	1	432	8	"mooi"	1	1
"6002"	47	"v"	114	4	1	2	7	216	1	5	5	1	438	1	"liefhebbend"	1	1
"6003"	47	"v"	115	4	1	1	3	216	0	6	6	1	454	1	"stug"	1	1
"6004"	47	"v"	116	4	1	2	0	216	1	5	5	1	470	1	"liefhebbend"	0	2
"6005"	47	"v"	117	4	1	2	1	216	1	5	5	1	549	7	"lief"	1	1
"6006"	47	"v"	118	4	1	1	3	216	0	6	6	1	541	1	"onaardig"	1	1
"6007"	47	"v"	119	4	1	1	2	216	1	5	5	1	618	1	"aangenaam"	0	4
"6008"	47	"v"	120	4	1	1	2	216	1	5	5	1	525	7	"sympathiek"	0	4
"6009"	47	"v"	121	4	1	2	1	216	1	5	5	1	548	6	"mooi"	1	1
"6010"	47	"v"	122	4	1	1	3	216	1	5	5	1	426	6	"lief"	1	1
"6011"	47	"v"	123	4	1	2	7	216	0	6	6	1	570	1	"onsympathiek"	1	1
"6012"	47	"v"	124	4	1	2	1	216	0	6	6	1	597	1	"onaardig"	1	1
"6013"	47	"v"	125	4	1	2	7	216	0	6	6	1	322	1	"stug"	1	1
"6014"	47	"v"	126	4	1	2	0	216	1	5	5	1	388	1	"lief"	0	2
"6015"	47	"v"	127	4	1	1	4	216	1	5	5	1	432	7	"vriendelijk"	1	1
"6016"	47	"v"	128	4	1	2	6	216	0	6	6	1	567	1	"onsympathiek"	1	1
"6019"	48	"v"	3	1	2	1	3	216	1	6	6	1	550	1	"mooi"	0	2
"6020"	48	"v"	4	1	2	2	0	216	1	6	6	1	602	7	"sympathiek"	0	2
"6021"	48	"v"	5	1	2	1	5	216	1	6	6	1	462	1	"vriendelijk"	0	2
"6022"	48	"v"	6	1	2	1	3	216	1	6	6	1	487	1	"liefhebbend"	0	2
"6023"	48	"v"	7	1	2	2	1	216	0	5	5	1	535	7	"onaardig"	0	4
"6024"	48	"v"	8	1	2	1	2	216	1	6	6	1	493	7	"sympathiek"	0	2
"6026"	48	"v"	10	1	2	2	1	216	1	6	6	1	460	1	"sympathiek"	0	4
"6029"	48	"v"	13	1	2	2	0	216	1	6	6	1	440	1	"sympathiek"	0	2
"6030"	48	"v"	14	1	2	2	6	216	0	5	5	1	572	7	"onsympathiek"	0	2
"6031"	48	"v"	15	1	2	2	7	216	0	5	5	1	514	1	"onaardig"	0	2
"6032"	48	"v"	16	1	2	1	5	216	1	6	6	1	443	1	"lief"	0	2
"6033"	48	"v"	17	1	2	2	7	216	0	5	5	1	537	7	"onvriendelijk"	0	2
"6034"	48	"v"	18	1	2	2	6	216	1	6	6	1	545	7	"liefhebbend"	0	2
"6035"	48	"v"	19	1	2	1	2	216	1	6	6	1	428	7	"lief"	0	2
"6036"	48	"v"	20	1	2	2	7	216	0	5	5	1	648	1	"humeurig"	0	2
"6038"	48	"v"	22	1	2	2	7	216	0	5	5	1	592	6	"humeurig"	0	2
"6039"	48	"v"	23	1	2	1	3	216	0	5	5	1	605	7	"stug"	0	2
"6040"	48	"v"	24	1	2	2	0	216	1	6	6	1	474	1	"lief"	0	2
"6041"	48	"v"	25	1	2	1	3	216	1	6	6	1	698	1	"sympathiek"	0	2
"6042"	48	"v"	26	1	2	1	2	216	0	5	5	1	492	1	"humeurig"	0	2
"6043"	48	"v"	27	1	2	2	7	216	0	5	5	1	522	1	"onvriendelijk"	0	2
"6044"	48	"v"	28	1	2	1	5	216	0	5	5	1	538	1	"stug"	0	2
"6045"	48	"v"	29	1	2	1	3	216	1	6	6	1	501	7	"mooi"	0	2
"6046"	48	"v"	30	1	2	2	7	216	0	5	5	1	591	6	"irritant"	0	2
"6047"	48	"v"	31	1	2	2	6	216	1	6	6	1	600	1	"aangenaam"	0	2
"6048"	48	"v"	32	1	2	1	5	216	0	5	5	1	513	6	"humeurig"	0	2
"6049"	48	"v"	33	2	2	2	6	216	1	6	6	1	517	1	"vriendelijk"	0	2
"6050"	48	"v"	34	2	2	1	4	216	0	5	5	1	564	1	"irritant"	1	1
"6051"	48	"v"	35	2	2	1	4	216	0	5	5	1	540	1	"irritant"	1	1
"6052"	48	"v"	36	2	2	1	2	216	1	6	6	1	535	7	"sympathiek"	0	2
"6053"	48	"v"	37	2	2	2	1	216	0	5	5	1	467	1	"humeurig"	0	4
"6054"	48	"v"	38	2	2	1	2	216	0	5	5	1	588	6	"irritant"	0	2
"6055"	48	"v"	39	2	2	2	1	216	0	5	5	1	516	1	"onsympathiek"	0	4
"6056"	48	"v"	40	2	2	2	7	216	1	6	6	1	456	1	"lief"	0	2
"6057"	48	"v"	41	2	2	2	1	216	1	6	6	1	558	1	"aangenaam"	0	4
"6058"	48	"v"	42	2	2	1	4	216	0	5	5	1	625	7	"irritant"	1	1
"6059"	48	"v"	43	2	2	2	7	216	1	6	6	1	524	1	"lief"	0	2
"6060"	48	"v"	44	2	2	2	7	216	0	5	5	1	522	7	"onaardig"	0	2
"6061"	48	"v"	45	2	2	1	3	216	1	6	6	1	582	1	"liefhebbend"	0	2
"6062"	48	"v"	46	2	2	1	3	216	1	6	6	1	560	1	"mooi"	0	2
"6063"	48	"v"	47	2	2	2	1	216	0	5	5	1	610	7	"humeurig"	0	4
"6064"	48	"v"	48	2	2	1	5	216	0	5	5	1	584	7	"stug"	0	2
"6065"	48	"v"	49	2	2	1	4	216	1	6	6	1	544	6	"lief"	1	1
"6066"	48	"v"	50	2	2	2	0	216	0	5	5	1	570	7	"onaardig"	0	2
"6067"	48	"v"	51	2	2	2	0	216	0	5	5	1	503	1	"stug"	0	2
"6068"	48	"v"	52	2	2	1	3	216	1	6	6	1	507	1	"sympathiek"	0	2
"6069"	48	"v"	53	2	2	2	1	216	1	6	6	1	585	7	"aangenaam"	0	4
"6070"	48	"v"	54	2	2	2	7	216	1	6	6	1	546	7	"sympathiek"	0	2
"6071"	48	"v"	55	2	2	2	7	216	1	6	6	1	462	1	"vriendelijk"	0	2
"6072"	48	"v"	56	2	2	1	4	216	1	6	6	1	536	7	"mooi"	1	1
"6073"	48	"v"	57	2	2	1	2	216	0	5	5	1	617	1	"onaardig"	0	2
"6074"	48	"v"	58	2	2	1	5	216	0	5	5	1	567	1	"irritant"	0	2
"6075"	48	"v"	59	2	2	1	5	216	0	5	5	1	960	6	"irritant"	0	2
"6076"	48	"v"	60	2	2	1	3	216	0	5	5	1	550	1	"irritant"	0	2
"6077"	48	"v"	61	2	2	1	3	216	0	5	5	1	625	8	"onvriendelijk"	0	2
"6078"	48	"v"	62	2	2	2	1	216	1	6	6	1	570	7	"liefhebbend"	0	4
"6079"	48	"v"	63	2	2	1	3	216	0	5	5	1	571	7	"irritant"	0	2
"6080"	48	"v"	64	2	2	2	6	216	0	5	5	1	527	7	"stug"	0	2
"6081"	48	"v"	65	3	2	1	4	216	0	5	5	1	570	6	"stug"	1	1
"6082"	48	"v"	66	3	2	2	6	216	0	5	5	1	770	7	"onaardig"	0	2
"6083"	48	"v"	67	3	2	2	0	216	1	6	6	1	593	1	"aangenaam"	0	2
"6084"	48	"v"	68	3	2	2	1	216	0	5	5	1	722	1	"onaardig"	0	4
"6085"	48	"v"	69	3	2	1	5	216	0	5	5	1	506	7	"stug"	0	2
"6086"	48	"v"	70	3	2	2	6	216	1	6	6	1	543	7	"sympathiek"	0	2
"6087"	48	"v"	71	3	2	2	1	216	0	5	5	1	500	7	"onsympathiek"	0	4
"6088"	48	"v"	72	3	2	2	1	216	1	6	6	1	435	1	"lief"	0	4
"6089"	48	"v"	73	3	2	1	2	216	0	5	5	1	443	7	"humeurig"	0	2
"6090"	48	"v"	74	3	2	1	3	216	0	5	5	1	673	7	"onvriendelijk"	0	2
"6091"	48	"v"	75	3	2	2	7	216	0	5	5	1	472	1	"irritant"	0	2
"6092"	48	"v"	76	3	2	1	2	216	0	5	5	1	545	1	"onaardig"	0	2
"6093"	48	"v"	77	3	2	1	5	216	1	6	6	1	528	1	"vriendelijk"	0	2
"6094"	48	"v"	78	3	2	1	4	216	0	5	5	1	515	7	"stug"	1	1
"6096"	48	"v"	80	3	2	1	5	216	1	6	6	1	470	6	"lief"	0	2
"6097"	48	"v"	81	3	2	1	4	216	1	6	6	1	484	8	"liefhebbend"	1	1
"6098"	48	"v"	82	3	2	2	0	216	1	6	6	1	454	1	"liefhebbend"	0	2
"6099"	48	"v"	83	3	2	1	4	216	1	6	6	1	521	1	"aangenaam"	1	1
"6100"	48	"v"	84	3	2	1	5	216	1	6	6	1	495	8	"sympathiek"	0	2
"6101"	48	"v"	85	3	2	1	4	216	0	5	5	1	470	1	"onaardig"	1	1
"6102"	48	"v"	86	3	2	1	2	216	0	5	5	1	532	6	"onaardig"	0	2
"6103"	48	"v"	87	3	2	1	5	216	0	5	5	1	452	7	"onsympathiek"	0	2
"6104"	48	"v"	88	3	2	1	2	216	1	6	6	1	441	7	"mooi"	0	2
"6105"	48	"v"	89	3	2	2	7	216	1	6	6	1	449	7	"vriendelijk"	0	2
"6106"	48	"v"	90	3	2	1	4	216	1	6	6	1	417	7	"vriendelijk"	1	1
"6107"	48	"v"	91	3	2	2	1	216	0	5	5	1	460	7	"onvriendelijk"	0	4
"6108"	48	"v"	92	3	2	2	0	216	0	5	5	1	466	1	"onsympathiek"	0	2
"6109"	48	"v"	93	3	2	1	2	216	1	6	6	1	462	7	"mooi"	0	2
"6110"	48	"v"	94	3	2	2	7	216	1	6	6	1	454	6	"liefhebbend"	0	2
"6111"	48	"v"	95	3	2	2	0	216	0	5	5	1	516	1	"stug"	0	2
"6112"	48	"v"	96	3	2	1	2	216	1	6	6	1	496	7	"vriendelijk"	0	2
"6113"	48	"v"	97	4	2	2	6	216	1	6	6	1	442	8	"lief"	0	2
"6114"	48	"v"	98	4	2	2	6	216	0	5	5	1	610	1	"onaardig"	0	2
"6115"	48	"v"	99	4	2	2	0	216	0	5	5	1	419	1	"irritant"	0	2
"6116"	48	"v"	100	4	2	1	3	216	0	5	5	1	443	1	"irritant"	0	2
"6118"	48	"v"	102	4	2	1	4	216	1	6	6	1	556	1	"vriendelijk"	1	1
"6119"	48	"v"	103	4	2	2	7	216	1	6	6	1	557	1	"sympathiek"	0	2
"6120"	48	"v"	104	4	2	2	6	216	1	6	6	1	535	1	"liefhebbend"	0	2
"6121"	48	"v"	105	4	2	2	0	216	0	5	5	1	531	7	"irritant"	0	2
"6122"	48	"v"	106	4	2	1	3	216	0	5	5	1	469	1	"onaardig"	0	2
"6123"	48	"v"	107	4	2	2	0	216	1	6	6	1	498	7	"lief"	0	2
"6124"	48	"v"	108	4	2	1	2	216	0	5	5	1	617	1	"onsympathiek"	0	2
"6126"	48	"v"	110	4	2	2	0	216	0	5	5	1	535	1	"onsympathiek"	0	2
"6127"	48	"v"	111	4	2	2	0	216	0	5	5	1	539	7	"onsympathiek"	0	2
"6128"	48	"v"	112	4	2	2	0	216	1	6	6	1	528	7	"vriendelijk"	0	2
"6129"	48	"v"	113	4	2	1	4	216	0	5	5	1	604	7	"humeurig"	1	1
"6130"	48	"v"	114	4	2	2	0	216	1	6	6	1	605	1	"lief"	0	2
"6131"	48	"v"	115	4	2	2	6	216	1	6	6	1	555	7	"mooi"	0	2
"6132"	48	"v"	116	4	2	1	5	216	1	6	6	1	534	8	"aangenaam"	0	2
"6133"	48	"v"	117	4	2	1	4	216	1	6	6	1	504	1	"vriendelijk"	1	1
"6134"	48	"v"	118	4	2	2	6	216	0	5	5	1	586	1	"onaardig"	0	2
"6135"	48	"v"	119	4	2	1	2	216	1	6	6	1	500	1	"mooi"	0	2
"6136"	48	"v"	120	4	2	2	6	216	0	5	5	1	599	7	"onvriendelijk"	0	2
"6137"	48	"v"	121	4	2	1	5	216	0	5	5	1	543	1	"onvriendelijk"	0	2
"6138"	48	"v"	122	4	2	1	4	216	0	5	5	1	523	6	"irritant"	1	1
"6139"	48	"v"	123	4	2	1	3	216	1	6	6	1	483	1	"vriendelijk"	0	2
"6140"	48	"v"	124	4	2	1	5	216	1	6	6	1	551	8	"mooi"	0	2
"6141"	48	"v"	125	4	2	2	6	216	0	5	5	1	515	1	"onaardig"	0	2
"6142"	48	"v"	126	4	2	1	5	216	1	6	6	1	561	8	"vriendelijk"	0	2
"6143"	48	"v"	127	4	2	1	3	216	0	5	5	1	571	1	"onaardig"	0	2
"6144"	48	"v"	128	4	2	2	6	216	1	6	6	1	502	6	"vriendelijk"	0	2
"6147"	49	"v"	3	1	1	1	1	216	1	5	5	1	831	7	"lief"	0	4
"6149"	49	"v"	5	1	1	2	6	216	0	6	6	1	813	1	"onaardig"	1	1
"6150"	49	"v"	6	1	1	2	2	216	1	5	5	1	643	1	"sympathiek"	0	2
"6151"	49	"v"	7	1	1	2	6	216	0	6	6	1	771	7	"onaardig"	1	1
"6152"	49	"v"	8	1	1	1	0	216	1	5	5	1	800	7	"vriendelijk"	0	2
"6153"	49	"v"	9	1	1	1	1	216	0	6	6	1	774	1	"humeurig"	0	4
"6154"	49	"v"	10	1	1	2	6	216	1	5	5	1	506	1	"lief"	1	1
"6155"	49	"v"	11	1	1	1	0	216	0	6	6	1	593	1	"onvriendelijk"	0	2
"6156"	49	"v"	12	1	1	2	3	216	1	5	5	1	697	1	"liefhebbend"	1	1
"6157"	49	"v"	13	1	1	1	5	216	0	6	6	1	663	7	"onvriendelijk"	1	1
"6158"	49	"v"	14	1	1	2	4	216	1	5	5	1	565	1	"vriendelijk"	0	4
"6159"	49	"v"	15	1	1	2	2	216	1	5	5	1	510	7	"lief"	0	2
"6160"	49	"v"	16	1	1	2	6	216	1	5	5	1	593	1	"vriendelijk"	1	1
