"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"3874"	31	"v"	34	2	1	2	0	216	0	6	6	1	627	7	"onsympathiek"	0	2
"3875"	31	"v"	35	2	1	1	5	216	0	6	6	1	469	1	"onaardig"	0	3
"3876"	31	"v"	36	2	1	2	7	216	0	6	6	1	617	7	"onvriendelijk"	1	1
"3877"	31	"v"	37	2	1	2	1	216	0	6	6	1	451	9	"onvriendelijk"	1	1
"3878"	31	"v"	38	2	1	2	7	216	1	5	5	1	529	1	"vriendelijk"	1	1
"3879"	31	"v"	39	2	1	1	2	216	1	5	5	1	555	1	"liefhebbend"	0	2
"3880"	31	"v"	40	2	1	1	5	216	0	6	6	1	764	7	"onvriendelijk"	0	3
"3881"	31	"v"	41	2	1	2	0	216	0	6	6	1	818	7	"irritant"	0	2
"3882"	31	"v"	42	2	1	1	3	216	1	5	5	1	607	1	"vriendelijk"	0	3
"3883"	31	"v"	43	2	1	2	6	216	0	6	6	1	611	7	"onsympathiek"	0	3
"3884"	31	"v"	44	2	1	2	1	216	0	6	6	1	588	7	"onaardig"	1	1
"3885"	31	"v"	45	2	1	2	6	216	0	6	6	1	677	1	"humeurig"	0	3
"3886"	31	"v"	46	2	1	1	3	216	1	5	5	1	538	1	"vriendelijk"	0	3
"3887"	31	"v"	47	2	1	1	5	216	1	5	5	1	422	1	"mooi"	0	3
"3888"	31	"v"	48	2	1	2	0	216	1	5	5	1	423	7	"lief"	0	2
"3889"	31	"v"	49	2	1	2	6	216	1	5	5	1	877	1	"aangenaam"	0	3
"3890"	31	"v"	50	2	1	2	7	216	0	6	6	1	560	1	"humeurig"	1	1
"3891"	31	"v"	51	2	1	1	3	216	0	6	6	1	588	7	"humeurig"	0	3
"3892"	31	"v"	52	2	1	1	5	216	0	6	6	1	536	1	"stug"	0	3
"3893"	31	"v"	53	2	1	1	4	216	1	5	5	1	487	1	"mooi"	1	1
"3894"	31	"v"	54	2	1	2	0	216	1	5	5	1	548	6	"liefhebbend"	0	2
"3895"	31	"v"	55	2	1	1	3	216	1	5	5	1	527	7	"vriendelijk"	0	3
"3896"	31	"v"	56	2	1	1	5	216	0	6	6	1	847	1	"onsympathiek"	0	3
"3897"	31	"v"	57	2	1	2	7	216	1	5	5	1	639	1	"sympathiek"	1	1
"3898"	31	"v"	58	2	1	2	6	216	1	5	5	1	628	6	"liefhebbend"	0	3
"3899"	31	"v"	59	2	1	2	7	216	1	5	5	1	593	1	"lief"	1	1
"3900"	31	"v"	60	2	1	1	3	216	0	6	6	1	708	7	"onsympathiek"	0	3
"3901"	31	"v"	61	2	1	2	0	216	0	6	6	1	875	7	"onvriendelijk"	0	2
"3902"	31	"v"	62	2	1	1	2	216	0	6	6	1	745	1	"onaardig"	0	2
"3903"	31	"v"	63	2	1	1	2	216	0	6	6	1	633	1	"irritant"	0	2
"3904"	31	"v"	64	2	1	2	0	216	0	6	6	1	823	8	"onvriendelijk"	0	2
"3905"	31	"v"	65	3	1	1	2	216	1	5	5	1	660	1	"sympathiek"	0	2
"3906"	31	"v"	66	3	1	2	6	216	0	6	6	1	755	1	"onvriendelijk"	0	3
"3907"	31	"v"	67	3	1	2	1	216	1	5	5	1	519	7	"mooi"	1	1
"3908"	31	"v"	68	3	1	1	5	216	1	5	5	1	549	1	"aangenaam"	0	3
"3909"	31	"v"	69	3	1	2	1	216	0	6	6	1	737	1	"onvriendelijk"	1	1
"3910"	31	"v"	70	3	1	2	1	216	1	5	5	1	570	1	"liefhebbend"	1	1
"3912"	31	"v"	72	3	1	1	5	216	0	6	6	1	639	7	"humeurig"	0	3
"3913"	31	"v"	73	3	1	1	4	216	1	5	5	1	543	10	"aangenaam"	1	1
"3914"	31	"v"	74	3	1	1	4	216	0	6	6	1	729	9	"onsympathiek"	1	1
"3915"	31	"v"	75	3	1	2	7	216	1	5	5	1	482	1	"mooi"	1	1
"3916"	31	"v"	76	3	1	1	2	216	1	5	5	1	449	7	"mooi"	0	2
"3917"	31	"v"	77	3	1	1	3	216	1	5	5	1	491	10	"lief"	0	3
"3918"	31	"v"	78	3	1	1	2	216	1	5	5	1	632	1	"aangenaam"	0	2
"3919"	31	"v"	79	3	1	1	4	216	0	6	6	1	575	1	"stug"	1	1
"3920"	31	"v"	80	3	1	1	3	216	0	6	6	1	468	7	"humeurig"	0	3
"3921"	31	"v"	81	3	1	1	5	216	1	5	5	1	500	1	"vriendelijk"	0	3
"3922"	31	"v"	82	3	1	1	4	216	1	5	5	1	693	7	"sympathiek"	1	1
"3923"	31	"v"	83	3	1	2	7	216	0	6	6	1	490	1	"stug"	1	1
"3924"	31	"v"	84	3	1	1	5	216	1	5	5	1	599	1	"liefhebbend"	0	3
"3925"	31	"v"	85	3	1	1	3	216	1	5	5	1	630	7	"vriendelijk"	0	3
"3926"	31	"v"	86	3	1	1	4	216	1	5	5	1	624	7	"aangenaam"	1	1
"3927"	31	"v"	87	3	1	2	1	216	1	5	5	1	568	7	"liefhebbend"	1	1
"3928"	31	"v"	88	3	1	1	2	216	1	5	5	1	495	7	"lief"	0	2
"3929"	31	"v"	89	3	1	1	3	216	0	6	6	1	883	10	"onaardig"	0	3
"3930"	31	"v"	90	3	1	2	1	216	0	6	6	1	669	1	"irritant"	1	1
"3931"	31	"v"	91	3	1	1	5	216	0	6	6	1	837	1	"onaardig"	0	3
"3932"	31	"v"	92	3	1	2	6	216	0	6	6	1	578	1	"irritant"	0	3
"3933"	31	"v"	93	3	1	2	6	216	1	5	5	1	654	1	"sympathiek"	0	3
"3934"	31	"v"	94	3	1	2	6	216	1	5	5	1	745	1	"aangenaam"	0	3
"3936"	31	"v"	96	3	1	1	5	216	1	5	5	1	398	1	"liefhebbend"	0	3
"3937"	31	"v"	97	4	1	2	1	216	0	6	6	1	486	1	"stug"	1	1
"3938"	31	"v"	98	4	1	2	6	216	0	6	6	1	635	1	"onsympathiek"	0	3
"3939"	31	"v"	99	4	1	2	0	216	1	5	5	1	476	1	"aangenaam"	0	2
"3940"	31	"v"	100	4	1	1	5	216	1	5	5	1	488	7	"aangenaam"	0	3
"3942"	31	"v"	102	4	1	2	0	216	0	6	6	1	533	9	"irritant"	0	2
"3943"	31	"v"	103	4	1	1	4	216	1	5	5	1	640	6	"mooi"	1	1
"3944"	31	"v"	104	4	1	1	4	216	0	6	6	1	805	1	"humeurig"	1	1
"3945"	31	"v"	105	4	1	2	7	216	1	5	5	1	555	1	"mooi"	1	1
"3946"	31	"v"	106	4	1	2	7	216	1	5	5	1	700	1	"sympathiek"	1	1
"3947"	31	"v"	107	4	1	2	6	216	1	5	5	1	518	1	"vriendelijk"	0	3
"3948"	31	"v"	108	4	1	2	6	216	0	6	6	1	644	6	"onsympathiek"	0	3
"3949"	31	"v"	109	4	1	2	1	216	0	6	6	1	522	7	"stug"	1	1
"3950"	31	"v"	110	4	1	2	6	216	1	5	5	1	711	1	"sympathiek"	0	3
"3951"	31	"v"	111	4	1	2	7	216	1	5	5	1	598	7	"vriendelijk"	1	1
"3952"	31	"v"	112	4	1	2	6	216	0	6	6	1	628	7	"irritant"	0	3
"3953"	31	"v"	113	4	1	1	3	216	1	5	5	1	796	1	"sympathiek"	0	3
"3954"	31	"v"	114	4	1	1	2	216	0	6	6	1	798	9	"humeurig"	0	2
"3955"	31	"v"	115	4	1	2	1	216	1	5	5	1	546	1	"vriendelijk"	1	1
"3956"	31	"v"	116	4	1	1	2	216	0	6	6	1	767	1	"onvriendelijk"	0	2
"3957"	31	"v"	117	4	1	2	7	216	1	5	5	1	555	7	"mooi"	1	1
"3958"	31	"v"	118	4	1	2	1	216	1	5	5	1	604	1	"aangenaam"	1	1
"3959"	31	"v"	119	4	1	2	0	216	1	5	5	1	544	6	"liefhebbend"	0	2
"3960"	31	"v"	120	4	1	1	4	216	1	5	5	1	462	1	"liefhebbend"	1	1
"3962"	31	"v"	122	4	1	1	3	216	0	6	6	1	827	9	"onsympathiek"	0	3
"3963"	31	"v"	123	4	1	1	2	216	1	5	5	1	478	1	"lief"	0	2
"3964"	31	"v"	124	4	1	2	1	216	1	5	5	1	713	10	"vriendelijk"	1	1
"3965"	31	"v"	125	4	1	1	2	216	1	5	5	1	551	7	"sympathiek"	0	2
"3966"	31	"v"	126	4	1	2	1	216	1	5	5	1	614	7	"mooi"	1	1
"3967"	31	"v"	127	4	1	1	5	216	0	6	6	1	686	1	"stug"	0	3
"3968"	31	"v"	128	4	1	1	4	216	1	5	5	1	805	1	"aangenaam"	1	1
"3971"	32	"v"	3	1	2	2	1	216	1	6	6	1	539	1	"vriendelijk"	1	1
"3972"	32	"v"	4	1	2	1	5	216	1	6	6	1	496	7	"liefhebbend"	1	1
"3973"	32	"v"	5	1	2	2	6	216	0	5	5	1	460	1	"onvriendelijk"	1	1
"3974"	32	"v"	6	1	2	1	2	216	0	5	5	1	479	1	"stug"	0	3
"3975"	32	"v"	7	1	2	1	5	216	0	5	5	1	381	1	"irritant"	1	1
"3976"	32	"v"	8	1	2	2	0	216	0	5	5	1	479	7	"onsympathiek"	0	2
"3977"	32	"v"	9	1	2	1	4	216	1	6	6	1	527	1	"aangenaam"	1	1
"3978"	32	"v"	10	1	2	2	6	216	1	6	6	1	555	1	"mooi"	1	1
"3979"	32	"v"	11	1	2	1	4	216	1	6	6	1	504	1	"sympathiek"	1	1
"3980"	32	"v"	12	1	2	1	4	216	1	6	6	1	505	1	"liefhebbend"	1	1
"3981"	32	"v"	13	1	2	1	4	216	0	5	5	1	454	7	"stug"	1	1
"3982"	32	"v"	14	1	2	1	4	216	0	5	5	1	353	1	"humeurig"	1	1
"3983"	32	"v"	15	1	2	1	5	216	1	6	6	1	649	1	"sympathiek"	1	1
"3984"	32	"v"	16	1	2	2	7	216	0	5	5	1	396	7	"humeurig"	1	1
"3986"	32	"v"	18	1	2	1	5	216	0	5	5	1	515	7	"irritant"	1	1
"3987"	32	"v"	19	1	2	1	2	216	0	5	5	1	431	7	"irritant"	0	3
"3988"	32	"v"	20	1	2	2	0	216	1	6	6	1	448	1	"sympathiek"	0	2
"3989"	32	"v"	21	1	2	2	6	216	1	6	6	1	589	7	"sympathiek"	1	1
"3990"	32	"v"	22	1	2	2	1	216	1	6	6	1	516	1	"liefhebbend"	1	1
"3991"	32	"v"	23	1	2	1	2	216	1	6	6	1	435	6	"vriendelijk"	0	3
"3992"	32	"v"	24	1	2	2	6	216	0	5	5	1	472	1	"irritant"	1	1
"3993"	32	"v"	25	1	2	2	1	216	1	6	6	1	485	1	"sympathiek"	1	1
"3994"	32	"v"	26	1	2	1	3	216	0	5	5	1	545	1	"onsympathiek"	0	3
"3995"	32	"v"	27	1	2	1	2	216	0	5	5	1	442	1	"stug"	0	3
"3996"	32	"v"	28	1	2	2	0	216	0	5	5	1	375	7	"onaardig"	0	2
"3997"	32	"v"	29	1	2	1	4	216	1	6	6	1	376	7	"aangenaam"	1	1
"3998"	32	"v"	30	1	2	1	5	216	1	6	6	1	370	6	"lief"	1	1
"3999"	32	"v"	31	1	2	2	0	216	0	5	5	1	491	1	"onsympathiek"	0	2
"4000"	32	"v"	32	1	2	2	6	216	0	5	5	1	638	10	"onsympathiek"	1	1
"4001"	32	"v"	33	2	2	1	2	216	0	5	5	1	421	1	"onsympathiek"	0	3
"4002"	32	"v"	34	2	2	1	5	216	0	5	5	1	498	6	"onaardig"	1	1
"4003"	32	"v"	35	2	2	1	5	216	1	6	6	1	368	7	"vriendelijk"	1	1
"4004"	32	"v"	36	2	2	2	6	216	1	6	6	1	305	7	"vriendelijk"	1	1
"4005"	32	"v"	37	2	2	1	3	216	1	6	6	1	375	7	"aangenaam"	0	3
"4006"	32	"v"	38	2	2	1	2	216	1	6	6	1	330	1	"vriendelijk"	0	3
"4007"	32	"v"	39	2	2	1	2	216	1	6	6	1	338	1	"mooi"	0	3
"4008"	32	"v"	40	2	2	1	2	216	0	5	5	1	403	1	"humeurig"	0	3
"4009"	32	"v"	41	2	2	1	3	216	1	6	6	1	399	1	"vriendelijk"	0	3
"4010"	32	"v"	42	2	2	2	1	216	0	5	5	1	421	7	"onsympathiek"	1	1
"4011"	32	"v"	43	2	2	1	3	216	1	6	6	1	410	1	"mooi"	0	3
"4012"	32	"v"	44	2	2	2	0	216	1	6	6	1	588	1	"sympathiek"	0	2
"4013"	32	"v"	45	2	2	1	5	216	1	6	6	1	384	7	"liefhebbend"	1	1
"4014"	32	"v"	46	2	2	1	5	216	0	5	5	1	427	7	"onaardig"	1	1
"4015"	32	"v"	47	2	2	1	4	216	0	5	5	1	444	6	"irritant"	1	1
"4016"	32	"v"	48	2	2	2	7	216	0	5	5	1	338	7	"onaardig"	1	1
"4017"	32	"v"	49	2	2	1	5	216	0	5	5	1	379	1	"stug"	1	1
"4018"	32	"v"	50	2	2	1	3	216	0	5	5	1	445	7	"humeurig"	0	3
"4019"	32	"v"	51	2	2	2	0	216	1	6	6	1	412	7	"sympathiek"	0	2
"4020"	32	"v"	52	2	2	2	1	216	0	5	5	1	688	1	"onaardig"	1	1
"4021"	32	"v"	53	2	2	1	3	216	0	5	5	1	373	6	"onaardig"	0	3
"4022"	32	"v"	54	2	2	1	2	216	1	6	6	1	395	7	"lief"	0	3
"4023"	32	"v"	55	2	2	1	2	216	1	6	6	1	400	7	"vriendelijk"	0	3
"4024"	32	"v"	56	2	2	1	4	216	0	5	5	1	426	1	"irritant"	1	1
"4025"	32	"v"	57	2	2	2	0	216	1	6	6	1	425	7	"mooi"	0	2
"4028"	32	"v"	60	2	2	2	1	216	1	6	6	1	525	1	"aangenaam"	1	1
"4029"	32	"v"	61	2	2	1	5	216	0	5	5	1	399	7	"humeurig"	1	1
"4030"	32	"v"	62	2	2	2	6	216	0	5	5	1	371	1	"humeurig"	1	1
"4031"	32	"v"	63	2	2	2	7	216	0	5	5	1	437	7	"humeurig"	1	1
"4032"	32	"v"	64	2	2	1	4	216	0	5	5	1	358	7	"humeurig"	1	1
"4034"	32	"v"	66	3	2	2	7	216	0	5	5	1	608	1	"onsympathiek"	1	1
"4035"	32	"v"	67	3	2	2	1	216	0	5	5	1	409	1	"stug"	1	1
"4036"	32	"v"	68	3	2	1	4	216	1	6	6	1	469	7	"liefhebbend"	1	1
"4037"	32	"v"	69	3	2	1	3	216	0	5	5	1	450	1	"irritant"	0	3
"4038"	32	"v"	70	3	2	1	3	216	1	6	6	1	452	7	"liefhebbend"	0	3
"4040"	32	"v"	72	3	2	2	6	216	1	6	6	1	438	7	"aangenaam"	1	1
"4041"	32	"v"	73	3	2	2	1	216	1	6	6	1	552	7	"sympathiek"	1	1
"4042"	32	"v"	74	3	2	2	7	216	1	6	6	1	522	7	"vriendelijk"	1	1
"4043"	32	"v"	75	3	2	1	3	216	1	6	6	1	627	7	"aangenaam"	0	3
"4045"	32	"v"	77	3	2	2	7	216	1	6	6	1	447	7	"vriendelijk"	1	1
"4046"	32	"v"	78	3	2	2	6	216	0	5	5	1	434	7	"stug"	1	1
"4047"	32	"v"	79	3	2	1	5	216	0	5	5	1	542	7	"onaardig"	1	1
"4048"	32	"v"	80	3	2	2	7	216	1	6	6	1	542	9	"aangenaam"	1	1
"4049"	32	"v"	81	3	2	1	2	216	1	6	6	1	431	7	"aangenaam"	0	3
"4050"	32	"v"	82	3	2	1	5	216	0	5	5	1	405	1	"humeurig"	1	1
"4051"	32	"v"	83	3	2	2	0	216	0	5	5	1	521	7	"humeurig"	0	2
"4052"	32	"v"	84	3	2	2	0	216	1	6	6	1	507	7	"sympathiek"	0	2
"4053"	32	"v"	85	3	2	1	5	216	1	6	6	1	397	1	"mooi"	1	1
"4054"	32	"v"	86	3	2	1	3	216	0	5	5	1	467	1	"stug"	0	3
"4055"	32	"v"	87	3	2	1	5	216	1	6	6	1	466	1	"sympathiek"	1	1
"4056"	32	"v"	88	3	2	1	4	216	1	6	6	1	351	1	"aangenaam"	1	1
"4057"	32	"v"	89	3	2	1	5	216	1	6	6	1	381	7	"mooi"	1	1
"4058"	32	"v"	90	3	2	2	1	216	1	6	6	1	349	1	"vriendelijk"	1	1
"4059"	32	"v"	91	3	2	1	3	216	0	5	5	1	567	1	"humeurig"	0	3
"4060"	32	"v"	92	3	2	2	0	216	0	5	5	1	436	7	"stug"	0	2
"4061"	32	"v"	93	3	2	1	2	216	0	5	5	1	484	6	"stug"	0	3
"4062"	32	"v"	94	3	2	2	0	216	0	5	5	1	509	2	"onvriendelijk"	0	2
"4063"	32	"v"	95	3	2	2	0	216	0	5	5	1	312	1	"onvriendelijk"	0	2
"4064"	32	"v"	96	3	2	1	4	216	0	5	5	1	413	7	"stug"	1	1
"4065"	32	"v"	97	4	2	2	7	216	0	5	5	1	356	1	"onaardig"	1	1
"4066"	32	"v"	98	4	2	2	7	216	0	5	5	1	430	1	"humeurig"	1	1
"4067"	32	"v"	99	4	2	1	3	216	1	6	6	1	413	6	"liefhebbend"	0	3
"4068"	32	"v"	100	4	2	2	7	216	1	6	6	1	487	1	"aangenaam"	1	1
"4069"	32	"v"	101	4	2	2	1	216	0	5	5	1	435	9	"onaardig"	1	1
"4070"	32	"v"	102	4	2	2	7	216	1	6	6	1	450	7	"mooi"	1	1
"4071"	32	"v"	103	4	2	2	7	216	1	6	6	1	411	7	"lief"	1	1
"4072"	32	"v"	104	4	2	2	7	216	0	5	5	1	435	1	"irritant"	1	1
"4074"	32	"v"	106	4	2	2	0	216	1	6	6	1	445	7	"mooi"	0	2
"4075"	32	"v"	107	4	2	1	2	216	0	5	5	1	491	7	"humeurig"	0	3
"4077"	32	"v"	109	4	2	2	6	216	1	6	6	1	571	1	"sympathiek"	1	1
"4078"	32	"v"	110	4	2	2	6	216	0	5	5	1	511	7	"onsympathiek"	1	1
"4079"	32	"v"	111	4	2	2	0	216	1	6	6	1	427	7	"aangenaam"	0	2
"4080"	32	"v"	112	4	2	1	4	216	0	5	5	1	565	7	"onvriendelijk"	1	1
"4081"	32	"v"	113	4	2	1	4	216	1	6	6	1	350	1	"vriendelijk"	1	1
"4082"	32	"v"	114	4	2	1	2	216	0	5	5	1	450	7	"irritant"	0	3
"4083"	32	"v"	115	4	2	2	6	216	1	6	6	1	422	1	"aangenaam"	1	1
"4084"	32	"v"	116	4	2	1	3	216	0	5	5	1	451	1	"onsympathiek"	0	3
"4085"	32	"v"	117	4	2	2	0	216	0	5	5	1	436	1	"onvriendelijk"	0	2
"4086"	32	"v"	118	4	2	2	6	216	1	6	6	1	477	1	"aangenaam"	1	1
"4087"	32	"v"	119	4	2	2	1	216	0	5	5	1	487	7	"onsympathiek"	1	1
"4088"	32	"v"	120	4	2	1	3	216	1	6	6	1	445	7	"vriendelijk"	0	3
"4089"	32	"v"	121	4	2	1	4	216	1	6	6	1	346	1	"vriendelijk"	1	1
"4090"	32	"v"	122	4	2	2	0	216	1	6	6	1	396	7	"mooi"	0	2
"4091"	32	"v"	123	4	2	2	1	216	1	6	6	1	554	9	"mooi"	1	1
"4092"	32	"v"	124	4	2	1	2	216	1	6	6	1	374	7	"sympathiek"	0	3
"4093"	32	"v"	125	4	2	2	7	216	1	6	6	1	322	1	"mooi"	1	1
"4094"	32	"v"	126	4	2	2	1	216	0	5	5	1	458	1	"onvriendelijk"	1	1
"4095"	32	"v"	127	4	2	2	1	216	0	5	5	1	539	7	"onsympathiek"	1	1
"4096"	32	"v"	128	4	2	2	1	216	0	5	5	1	416	2	"onsympathiek"	1	1
"4098"	33	"m"	2	1	2	2	4	216	1	6	6	1	865	1	"aangenaam"	0	2
"4101"	33	"m"	5	1	2	2	2	216	1	6	6	1	725	1	"sympathiek"	1	1
"4102"	33	"m"	6	1	2	2	3	216	1	6	6	1	656	1	"vriendelijk"	0	2
"4103"	33	"m"	7	1	2	2	2	216	1	6	6	1	772	1	"liefhebbend"	1	1
"4104"	33	"m"	8	1	2	2	3	216	1	6	6	1	737	1	"sympathiek"	0	2
"4105"	33	"m"	9	1	2	2	2	216	1	6	6	1	540	7	"sympathiek"	1	1
"4106"	33	"m"	10	1	2	2	6	216	0	5	5	1	1403	1	"irritant"	0	2
"4107"	33	"m"	11	1	2	1	7	216	0	5	5	1	690	7	"irritant"	1	1
"4108"	33	"m"	12	1	2	1	1	216	1	6	6	1	763	1	"lief"	0	2
"4110"	33	"m"	14	1	2	1	5	216	1	6	6	1	729	1	"aangenaam"	1	1
"4111"	33	"m"	15	1	2	1	5	216	0	5	5	1	1598	1	"humeurig"	1	1
"4112"	33	"m"	16	1	2	1	5	216	1	6	6	1	1357	1	"sympathiek"	1	1
"4113"	33	"m"	17	1	2	1	1	216	0	5	5	1	614	6	"onaardig"	0	2
"4114"	33	"m"	18	1	2	2	2	216	0	5	5	1	819	7	"onvriendelijk"	1	1
"4115"	33	"m"	19	1	2	2	4	216	0	5	5	1	1031	1	"humeurig"	0	2
"4116"	33	"m"	20	1	2	2	6	216	0	5	5	1	759	10	"humeurig"	0	2
"4117"	33	"m"	21	1	2	2	4	216	1	6	6	1	841	7	"lief"	0	2
"4118"	33	"m"	22	1	2	1	7	216	1	6	6	1	919	6	"liefhebbend"	1	1
"4119"	33	"m"	23	1	2	2	6	216	1	6	6	1	882	7	"vriendelijk"	0	2
"4120"	33	"m"	24	1	2	2	4	216	0	5	5	1	1257	9	"humeurig"	0	2
"4121"	33	"m"	25	1	2	2	2	216	1	6	6	1	933	1	"aangenaam"	1	1
"4122"	33	"m"	26	1	2	1	5	216	1	6	6	1	673	1	"aangenaam"	1	1
"4123"	33	"m"	27	1	2	1	7	216	1	6	6	1	524	7	"aangenaam"	1	1
"4124"	33	"m"	28	1	2	1	5	216	1	6	6	1	770	6	"vriendelijk"	1	1
"4125"	33	"m"	29	1	2	1	0	216	1	6	6	1	651	1	"mooi"	1	1
"4126"	33	"m"	30	1	2	2	3	216	1	6	6	1	629	7	"mooi"	0	2
"4127"	33	"m"	31	1	2	2	3	216	0	5	5	1	892	1	"onvriendelijk"	0	2
"4128"	33	"m"	32	1	2	1	7	216	1	6	6	1	812	1	"aangenaam"	1	1
"4129"	33	"m"	33	2	2	2	2	216	0	5	5	1	780	1	"onvriendelijk"	1	1
"4131"	33	"m"	35	2	2	2	4	216	0	5	5	1	581	7	"onsympathiek"	0	2
"4132"	33	"m"	36	2	2	2	2	216	1	6	6	1	703	1	"aangenaam"	1	1
"4134"	33	"m"	38	2	2	1	7	216	0	5	5	1	1422	1	"onvriendelijk"	1	1
"4135"	33	"m"	39	2	2	2	3	216	0	5	5	1	865	7	"irritant"	0	2
"4137"	33	"m"	41	2	2	2	4	216	1	6	6	1	1089	1	"vriendelijk"	0	2
"4138"	33	"m"	42	2	2	1	7	216	0	5	5	1	1352	6	"onvriendelijk"	1	1
"4139"	33	"m"	43	2	2	1	1	216	1	6	6	1	927	7	"sympathiek"	0	2
"4140"	33	"m"	44	2	2	2	2	216	0	5	5	1	766	1	"onsympathiek"	1	1
"4141"	33	"m"	45	2	2	1	7	216	1	6	6	1	788	1	"liefhebbend"	1	1
"4142"	33	"m"	46	2	2	2	4	216	0	5	5	1	650	1	"onsympathiek"	0	2
"4143"	33	"m"	47	2	2	1	1	216	0	5	5	1	674	7	"onaardig"	0	2
"4144"	33	"m"	48	2	2	1	0	216	1	6	6	1	572	1	"aangenaam"	1	1
"4145"	33	"m"	49	2	2	2	4	216	1	6	6	1	688	1	"liefhebbend"	0	2
"4147"	33	"m"	51	2	2	2	3	216	0	5	5	1	762	1	"stug"	0	2
"4148"	33	"m"	52	2	2	2	6	216	0	5	5	1	1135	1	"onsympathiek"	0	2
"4149"	33	"m"	53	2	2	2	3	216	0	5	5	1	611	7	"onsympathiek"	0	2
"4150"	33	"m"	54	2	2	2	2	216	1	6	6	1	717	7	"lief"	1	1
"4151"	33	"m"	55	2	2	1	5	216	1	6	6	1	1073	1	"sympathiek"	1	1
"4152"	33	"m"	56	2	2	1	0	216	0	5	5	1	1082	7	"onsympathiek"	1	1
"4153"	33	"m"	57	2	2	1	0	216	1	6	6	1	1142	7	"vriendelijk"	1	1
"4154"	33	"m"	58	2	2	2	4	216	0	5	5	1	780	7	"onvriendelijk"	0	2
"4155"	33	"m"	59	2	2	2	2	216	0	5	5	1	976	7	"humeurig"	1	1
"4156"	33	"m"	60	2	2	1	5	216	0	5	5	1	647	1	"humeurig"	1	1
"4157"	33	"m"	61	2	2	2	6	216	0	5	5	1	839	1	"onsympathiek"	0	2
"4158"	33	"m"	62	2	2	1	7	216	0	5	5	1	787	7	"onvriendelijk"	1	1
"4160"	33	"m"	64	2	2	1	5	216	1	6	6	1	1150	7	"lief"	1	1
"4161"	33	"m"	65	3	2	1	7	216	1	6	6	1	1248	1	"mooi"	1	1
"4162"	33	"m"	66	3	2	1	1	216	1	6	6	1	944	7	"liefhebbend"	0	2
"4163"	33	"m"	67	3	2	2	6	216	1	6	6	1	576	7	"mooi"	0	2
"4164"	33	"m"	68	3	2	1	0	216	0	5	5	1	796	1	"onaardig"	1	1
"4165"	33	"m"	69	3	2	2	4	216	1	6	6	1	727	7	"aangenaam"	0	2
"4166"	33	"m"	70	3	2	2	6	216	1	6	6	1	685	1	"vriendelijk"	0	2
"4167"	33	"m"	71	3	2	1	1	216	1	6	6	1	643	1	"aangenaam"	0	2
"4168"	33	"m"	72	3	2	1	7	216	0	5	5	1	1600	1	"onvriendelijk"	1	1
"4169"	33	"m"	73	3	2	2	6	216	0	5	5	1	850	7	"stug"	0	2
"4170"	33	"m"	74	3	2	1	5	216	0	5	5	1	697	7	"onsympathiek"	1	1
"4171"	33	"m"	75	3	2	2	2	216	1	6	6	1	531	1	"aangenaam"	1	1
"4172"	33	"m"	76	3	2	1	1	216	0	5	5	1	953	7	"humeurig"	0	2
"4173"	33	"m"	77	3	2	1	7	216	0	5	5	1	1671	1	"humeurig"	1	1
"4174"	33	"m"	78	3	2	2	2	216	1	6	6	1	533	8	"aangenaam"	1	1
"4175"	33	"m"	79	3	2	1	1	216	1	6	6	1	792	6	"vriendelijk"	0	2
"4176"	33	"m"	80	3	2	1	0	216	1	6	6	1	705	7	"liefhebbend"	1	1
"4177"	33	"m"	81	3	2	2	3	216	1	6	6	1	503	1	"vriendelijk"	0	2
"4178"	33	"m"	82	3	2	1	0	216	0	5	5	1	616	1	"irritant"	1	1
"4180"	33	"m"	84	3	2	1	7	216	1	6	6	1	617	7	"aangenaam"	1	1
"4181"	33	"m"	85	3	2	1	1	216	1	6	6	1	841	1	"lief"	0	2
"4182"	33	"m"	86	3	2	2	6	216	0	5	5	1	732	7	"onaardig"	0	2
"4183"	33	"m"	87	3	2	2	3	216	1	6	6	1	720	6	"liefhebbend"	0	2
"4184"	33	"m"	88	3	2	1	1	216	0	5	5	1	829	1	"humeurig"	0	2
"4185"	33	"m"	89	3	2	2	4	216	0	5	5	1	865	1	"onvriendelijk"	0	2
"4186"	33	"m"	90	3	2	1	5	216	0	5	5	1	641	1	"stug"	1	1
"4187"	33	"m"	91	3	2	1	5	216	0	5	5	1	1179	1	"onsympathiek"	1	1
"4188"	33	"m"	92	3	2	1	0	216	1	6	6	1	644	1	"aangenaam"	1	1
"4190"	33	"m"	94	3	2	1	0	216	1	6	6	1	526	7	"aangenaam"	1	1
"4191"	33	"m"	95	3	2	2	6	216	1	6	6	1	541	1	"aangenaam"	0	2
"4192"	33	"m"	96	3	2	1	1	216	0	5	5	1	876	7	"onsympathiek"	0	2
"4193"	33	"m"	97	4	2	1	0	216	1	6	6	1	624	1	"lief"	1	1
"4194"	33	"m"	98	4	2	1	0	216	1	6	6	1	497	7	"vriendelijk"	1	1
"4195"	33	"m"	99	4	2	1	0	216	0	5	5	1	1574	1	"onsympathiek"	1	1
