"ppn"	"mv"	"trial"	"blk"	"hnd"	"tfac"	"fac"	"prmt"	"ttype"	"xr"	"r"	"cor"	"rt"	"re"	"target"	"contingency_aware"	"contingency_correct"
"2452"	20	"v"	20	1	2	1	6	216	1	6	6	1	387	1	"mooi"	0	2
"2453"	20	"v"	21	1	2	2	3	216	0	5	5	1	562	7	"onaardig"	0	2
"2454"	20	"v"	22	1	2	1	0	216	0	5	5	1	418	1	"onaardig"	1	1
"2455"	20	"v"	23	1	2	1	0	216	0	5	5	1	629	9	"stug"	1	1
"2456"	20	"v"	24	1	2	2	5	216	0	5	5	1	478	1	"onaardig"	0	2
"2458"	20	"v"	26	1	2	1	7	216	0	5	5	1	544	1	"irritant"	1	1
"2460"	20	"v"	28	1	2	2	5	216	1	6	6	1	546	7	"liefhebbend"	0	2
"2461"	20	"v"	29	1	2	2	4	216	0	5	5	1	535	1	"humeurig"	1	1
"2462"	20	"v"	30	1	2	1	6	216	0	5	5	1	485	1	"stug"	0	2
"2463"	20	"v"	31	1	2	2	5	216	1	6	6	1	479	1	"liefhebbend"	0	2
"2464"	20	"v"	32	1	2	2	3	216	1	6	6	1	459	1	"mooi"	0	2
"2465"	20	"v"	33	2	2	2	4	216	1	6	6	1	376	7	"lief"	1	1
"2466"	20	"v"	34	2	2	2	1	216	1	6	6	1	511	6	"sympathiek"	1	1
"2467"	20	"v"	35	2	2	1	6	216	0	5	5	1	561	1	"stug"	0	2
"2469"	20	"v"	37	2	2	2	3	216	0	5	5	1	484	7	"irritant"	0	2
"2470"	20	"v"	38	2	2	1	2	216	1	6	6	1	539	1	"vriendelijk"	0	3
"2472"	20	"v"	40	2	2	2	3	216	0	5	5	1	644	1	"onvriendelijk"	0	2
"2473"	20	"v"	41	2	2	2	1	216	1	6	6	1	605	1	"aangenaam"	1	1
"2474"	20	"v"	42	2	2	2	1	216	1	6	6	1	502	7	"lief"	1	1
"2475"	20	"v"	43	2	2	1	7	216	1	6	6	1	419	1	"aangenaam"	1	1
"2476"	20	"v"	44	2	2	1	7	216	1	6	6	1	390	9	"mooi"	1	1
"2477"	20	"v"	45	2	2	1	2	216	1	6	6	1	382	7	"mooi"	0	3
"2478"	20	"v"	46	2	2	2	1	216	1	6	6	1	421	7	"lief"	1	1
"2479"	20	"v"	47	2	2	2	3	216	0	5	5	1	350	1	"stug"	0	2
"2481"	20	"v"	49	2	2	2	3	216	0	5	5	1	532	6	"stug"	0	2
"2482"	20	"v"	50	2	2	2	1	216	1	6	6	1	582	1	"liefhebbend"	1	1
"2483"	20	"v"	51	2	2	1	7	216	0	5	5	1	584	1	"stug"	1	1
"2484"	20	"v"	52	2	2	1	7	216	1	6	6	1	464	6	"aangenaam"	1	1
"2486"	20	"v"	54	2	2	2	3	216	1	6	6	1	570	7	"vriendelijk"	0	2
"2487"	20	"v"	55	2	2	2	5	216	0	5	5	1	648	8	"onsympathiek"	0	2
"2488"	20	"v"	56	2	2	1	7	216	0	5	5	1	622	1	"irritant"	1	1
"2490"	20	"v"	58	2	2	2	1	216	0	5	5	1	434	6	"onsympathiek"	1	1
"2491"	20	"v"	59	2	2	2	1	216	1	6	6	1	455	1	"sympathiek"	1	1
"2492"	20	"v"	60	2	2	1	6	216	1	6	6	1	454	1	"sympathiek"	0	2
"2493"	20	"v"	61	2	2	2	5	216	1	6	6	1	467	7	"liefhebbend"	0	2
"2494"	20	"v"	62	2	2	1	2	216	1	6	6	1	480	1	"vriendelijk"	0	3
"2495"	20	"v"	63	2	2	2	5	216	0	5	5	1	748	1	"irritant"	0	2
"2496"	20	"v"	64	2	2	2	1	216	1	6	6	1	535	1	"aangenaam"	1	1
"2498"	20	"v"	66	3	2	2	1	216	0	5	5	1	523	1	"stug"	1	1
"2499"	20	"v"	67	3	2	1	6	216	1	6	6	1	501	6	"mooi"	0	2
"2500"	20	"v"	68	3	2	2	4	216	0	5	5	1	456	7	"stug"	1	1
"2501"	20	"v"	69	3	2	2	4	216	0	5	5	1	455	1	"stug"	1	1
"2502"	20	"v"	70	3	2	2	4	216	0	5	5	1	529	1	"onsympathiek"	1	1
"2503"	20	"v"	71	3	2	2	3	216	1	6	6	1	481	1	"mooi"	0	2
"2504"	20	"v"	72	3	2	1	0	216	1	6	6	1	534	7	"aangenaam"	1	1
"2506"	20	"v"	74	3	2	2	4	216	1	6	6	1	596	1	"liefhebbend"	1	1
"2507"	20	"v"	75	3	2	1	0	216	1	6	6	1	439	7	"vriendelijk"	1	1
"2509"	20	"v"	77	3	2	2	5	216	1	6	6	1	463	7	"sympathiek"	0	2
"2510"	20	"v"	78	3	2	1	0	216	1	6	6	1	593	7	"liefhebbend"	1	1
"2511"	20	"v"	79	3	2	1	6	216	1	6	6	1	401	6	"sympathiek"	0	2
"2513"	20	"v"	81	3	2	2	3	216	0	5	5	1	583	7	"irritant"	0	2
"2515"	20	"v"	83	3	2	1	7	216	0	5	5	1	506	22	"irritant"	1	1
"2516"	20	"v"	84	3	2	2	4	216	1	6	6	1	637	1	"lief"	1	1
"2517"	20	"v"	85	3	2	1	0	216	1	6	6	1	626	7	"liefhebbend"	1	1
"2518"	20	"v"	86	3	2	2	3	216	0	5	5	1	493	1	"onsympathiek"	0	2
"2519"	20	"v"	87	3	2	1	7	216	0	5	5	1	461	7	"onsympathiek"	1	1
"2520"	20	"v"	88	3	2	1	0	216	0	5	5	1	576	1	"onaardig"	1	1
"2521"	20	"v"	89	3	2	1	6	216	0	5	5	1	608	7	"onsympathiek"	0	2
"2522"	20	"v"	90	3	2	1	0	216	1	6	6	1	537	1	"sympathiek"	1	1
"2523"	20	"v"	91	3	2	2	1	216	0	5	5	1	802	1	"stug"	1	1
"2524"	20	"v"	92	3	2	2	4	216	0	5	5	1	652	7	"onvriendelijk"	1	1
"2525"	20	"v"	93	3	2	1	2	216	0	5	5	1	452	1	"onvriendelijk"	0	3
"2526"	20	"v"	94	3	2	2	5	216	1	6	6	1	485	1	"mooi"	0	2
"2527"	20	"v"	95	3	2	1	0	216	1	6	6	1	548	1	"lief"	1	1
"2528"	20	"v"	96	3	2	2	5	216	1	6	6	1	533	1	"vriendelijk"	0	2
"2530"	20	"v"	98	4	2	2	1	216	0	5	5	1	639	1	"onaardig"	1	1
"2531"	20	"v"	99	4	2	1	0	216	0	5	5	1	525	7	"irritant"	1	1
"2532"	20	"v"	100	4	2	2	5	216	0	5	5	1	537	7	"stug"	0	2
"2533"	20	"v"	101	4	2	1	6	216	1	6	6	1	364	7	"vriendelijk"	0	2
"2534"	20	"v"	102	4	2	1	2	216	1	6	6	1	411	1	"vriendelijk"	0	3
"2535"	20	"v"	103	4	2	1	7	216	1	6	6	1	454	1	"sympathiek"	1	1
"2536"	20	"v"	104	4	2	2	3	216	1	6	6	1	447	7	"vriendelijk"	0	2
"2537"	20	"v"	105	4	2	2	4	216	1	6	6	1	367	1	"sympathiek"	1	1
"2538"	20	"v"	106	4	2	1	6	216	0	5	5	1	464	1	"irritant"	0	2
"2539"	20	"v"	107	4	2	1	7	216	1	6	6	1	719	1	"mooi"	1	1
"2540"	20	"v"	108	4	2	1	0	216	0	5	5	1	588	1	"onsympathiek"	1	1
"2541"	20	"v"	109	4	2	1	6	216	0	5	5	1	636	6	"onaardig"	0	2
"2542"	20	"v"	110	4	2	1	2	216	0	5	5	1	759	1	"humeurig"	0	3
"2543"	20	"v"	111	4	2	1	7	216	0	5	5	1	504	1	"stug"	1	1
"2544"	20	"v"	112	4	2	1	2	216	1	6	6	1	646	1	"sympathiek"	0	3
"2545"	20	"v"	113	4	2	1	6	216	1	6	6	1	448	1	"vriendelijk"	0	2
"2546"	20	"v"	114	4	2	1	2	216	0	5	5	1	564	7	"onvriendelijk"	0	3
"2547"	20	"v"	115	4	2	1	7	216	1	6	6	1	487	1	"mooi"	1	1
"2548"	20	"v"	116	4	2	1	7	216	1	6	6	1	561	7	"aangenaam"	1	1
"2549"	20	"v"	117	4	2	2	5	216	0	5	5	1	527	1	"stug"	0	2
"2550"	20	"v"	118	4	2	2	5	216	1	6	6	1	526	7	"aangenaam"	0	2
"2551"	20	"v"	119	4	2	2	5	216	0	5	5	1	553	1	"onsympathiek"	0	2
"2552"	20	"v"	120	4	2	1	2	216	1	6	6	1	462	1	"vriendelijk"	0	3
"2553"	20	"v"	121	4	2	1	6	216	0	5	5	1	674	7	"onsympathiek"	0	2
"2554"	20	"v"	122	4	2	1	7	216	1	6	6	1	471	7	"aangenaam"	1	1
"2555"	20	"v"	123	4	2	2	3	216	1	6	6	1	490	6	"liefhebbend"	0	2
"2556"	20	"v"	124	4	2	1	0	216	0	5	5	1	496	10	"humeurig"	1	1
"2557"	20	"v"	125	4	2	1	2	216	0	5	5	1	472	7	"onaardig"	0	3
"2558"	20	"v"	126	4	2	2	4	216	1	6	6	1	523	1	"sympathiek"	1	1
"2559"	20	"v"	127	4	2	1	7	216	0	5	5	1	474	6	"irritant"	1	1
"2560"	20	"v"	128	4	2	1	0	216	1	6	6	1	508	1	"mooi"	1	1
"2563"	21	"v"	3	1	2	1	7	216	1	6	6	1	534	7	"mooi"	1	1
"2564"	21	"v"	4	1	2	1	6	216	1	6	6	1	302	7	"mooi"	1	1
"2566"	21	"v"	6	1	2	1	6	216	1	6	6	1	483	1	"lief"	1	1
"2567"	21	"v"	7	1	2	1	1	216	0	5	5	1	503	1	"onvriendelijk"	1	1
"2568"	21	"v"	8	1	2	1	7	216	1	6	6	1	522	6	"aangenaam"	1	1
"2569"	21	"v"	9	1	2	2	3	216	1	6	6	1	441	1	"sympathiek"	1	1
"2571"	21	"v"	11	1	2	1	7	216	0	5	5	1	536	7	"onsympathiek"	1	1
"2572"	21	"v"	12	1	2	2	4	216	0	5	5	1	545	1	"humeurig"	1	1
"2573"	21	"v"	13	1	2	2	3	216	1	6	6	1	375	7	"lief"	1	1
"2574"	21	"v"	14	1	2	1	1	216	0	5	5	1	573	1	"onaardig"	1	1
"2575"	21	"v"	15	1	2	1	6	216	1	6	6	1	398	1	"lief"	1	1
"2576"	21	"v"	16	1	2	2	2	216	0	5	5	1	601	1	"onsympathiek"	1	1
"2577"	21	"v"	17	1	2	2	2	216	1	6	6	1	561	7	"lief"	1	1
"2580"	21	"v"	20	1	2	2	3	216	0	5	5	1	641	8	"onsympathiek"	1	1
"2581"	21	"v"	21	1	2	1	0	216	1	6	6	1	473	1	"mooi"	1	1
"2582"	21	"v"	22	1	2	1	1	216	1	6	6	1	314	1	"mooi"	1	1
"2583"	21	"v"	23	1	2	2	4	216	0	5	5	1	561	1	"onaardig"	1	1
"2584"	21	"v"	24	1	2	2	4	216	1	6	6	1	415	1	"mooi"	1	1
"2585"	21	"v"	25	1	2	1	6	216	0	5	5	1	518	1	"onvriendelijk"	1	1
"2586"	21	"v"	26	1	2	2	4	216	0	5	5	1	493	7	"onvriendelijk"	1	1
"2587"	21	"v"	27	1	2	1	6	216	0	5	5	1	528	1	"stug"	1	1
"2588"	21	"v"	28	1	2	2	4	216	0	5	5	1	411	1	"onaardig"	1	1
"2591"	21	"v"	31	1	2	1	1	216	1	6	6	1	398	7	"aangenaam"	1	1
"2592"	21	"v"	32	1	2	1	0	216	0	5	5	1	574	7	"onaardig"	1	1
"2593"	21	"v"	33	2	2	2	5	216	1	6	6	1	486	9	"mooi"	1	1
"2594"	21	"v"	34	2	2	2	4	216	1	6	6	1	394	1	"lief"	1	1
"2595"	21	"v"	35	2	2	1	1	216	0	5	5	1	465	7	"stug"	1	1
"2596"	21	"v"	36	2	2	1	0	216	0	5	5	1	641	8	"irritant"	1	1
"2597"	21	"v"	37	2	2	1	0	216	0	5	5	1	452	8	"stug"	1	1
"2598"	21	"v"	38	2	2	2	2	216	1	6	6	1	500	1	"liefhebbend"	1	1
"2599"	21	"v"	39	2	2	1	7	216	1	6	6	1	435	1	"aangenaam"	1	1
"2602"	21	"v"	42	2	2	2	5	216	1	6	6	1	406	6	"mooi"	1	1
"2603"	21	"v"	43	2	2	2	3	216	0	5	5	1	535	9	"onvriendelijk"	1	1
"2604"	21	"v"	44	2	2	1	7	216	1	6	6	1	421	7	"aangenaam"	1	1
"2605"	21	"v"	45	2	2	1	1	216	0	5	5	1	612	7	"humeurig"	1	1
"2606"	21	"v"	46	2	2	1	7	216	0	5	5	1	670	1	"stug"	1	1
"2607"	21	"v"	47	2	2	2	3	216	0	5	5	1	577	7	"irritant"	1	1
"2608"	21	"v"	48	2	2	1	0	216	1	6	6	1	463	1	"aangenaam"	1	1
"2609"	21	"v"	49	2	2	1	1	216	1	6	6	1	362	6	"vriendelijk"	1	1
"2610"	21	"v"	50	2	2	1	7	216	1	6	6	1	388	1	"lief"	1	1
"2611"	21	"v"	51	2	2	1	0	216	1	6	6	1	405	6	"lief"	1	1
"2612"	21	"v"	52	2	2	2	3	216	1	6	6	1	533	1	"aangenaam"	1	1
"2613"	21	"v"	53	2	2	2	5	216	0	5	5	1	534	1	"irritant"	1	1
"2614"	21	"v"	54	2	2	1	6	216	1	6	6	1	537	7	"sympathiek"	1	1
"2615"	21	"v"	55	2	2	1	7	216	0	5	5	1	489	7	"irritant"	1	1
"2616"	21	"v"	56	2	2	2	3	216	0	5	5	1	497	7	"onsympathiek"	1	1
"2617"	21	"v"	57	2	2	2	4	216	0	5	5	1	478	9	"stug"	1	1
"2618"	21	"v"	58	2	2	2	4	216	1	6	6	1	481	7	"lief"	1	1
"2619"	21	"v"	59	2	2	2	5	216	0	5	5	1	515	7	"onaardig"	1	1
"2620"	21	"v"	60	2	2	1	7	216	1	6	6	1	488	6	"sympathiek"	1	1
"2621"	21	"v"	61	2	2	2	2	216	0	5	5	1	576	1	"stug"	1	1
"2622"	21	"v"	62	2	2	2	4	216	1	6	6	1	509	1	"mooi"	1	1
"2623"	21	"v"	63	2	2	1	6	216	1	6	6	1	355	7	"lief"	1	1
"2624"	21	"v"	64	2	2	1	6	216	0	5	5	1	472	1	"onvriendelijk"	1	1
"2625"	21	"v"	65	3	2	1	0	216	1	6	6	1	467	1	"liefhebbend"	1	1
"2626"	21	"v"	66	3	2	1	6	216	1	6	6	1	308	1	"lief"	1	1
"2627"	21	"v"	67	3	2	1	7	216	1	6	6	1	437	1	"vriendelijk"	1	1
"2628"	21	"v"	68	3	2	2	4	216	1	6	6	1	497	7	"aangenaam"	1	1
"2629"	21	"v"	69	3	2	2	3	216	1	6	6	1	372	1	"lief"	1	1
"2631"	21	"v"	71	3	2	2	3	216	0	5	5	1	539	6	"onvriendelijk"	1	1
"2632"	21	"v"	72	3	2	2	2	216	1	6	6	1	503	7	"mooi"	1	1
"2633"	21	"v"	73	3	2	1	7	216	0	5	5	1	607	1	"humeurig"	1	1
"2634"	21	"v"	74	3	2	1	0	216	0	5	5	1	457	1	"irritant"	1	1
"2635"	21	"v"	75	3	2	2	5	216	0	5	5	1	494	7	"humeurig"	1	1
"2636"	21	"v"	76	3	2	2	2	216	1	6	6	1	387	1	"mooi"	1	1
"2637"	21	"v"	77	3	2	2	5	216	1	6	6	1	476	1	"liefhebbend"	1	1
"2639"	21	"v"	79	3	2	1	7	216	0	5	5	1	501	1	"irritant"	1	1
"2640"	21	"v"	80	3	2	2	3	216	1	6	6	1	479	1	"vriendelijk"	1	1
"2641"	21	"v"	81	3	2	2	2	216	0	5	5	1	503	7	"onaardig"	1	1
"2642"	21	"v"	82	3	2	2	3	216	1	6	6	1	465	7	"liefhebbend"	1	1
"2643"	21	"v"	83	3	2	2	3	216	0	5	5	1	608	1	"onaardig"	1	1
"2644"	21	"v"	84	3	2	2	5	216	1	6	6	1	428	7	"lief"	1	1
"2645"	21	"v"	85	3	2	1	1	216	0	5	5	1	626	7	"onvriendelijk"	1	1
"2646"	21	"v"	86	3	2	2	5	216	0	5	5	1	554	7	"humeurig"	1	1
"2647"	21	"v"	87	3	2	2	2	216	0	5	5	1	476	7	"humeurig"	1	1
"2648"	21	"v"	88	3	2	2	3	216	1	6	6	1	457	7	"sympathiek"	1	1
"2650"	21	"v"	90	3	2	1	1	216	0	5	5	1	534	7	"onaardig"	1	1
"2651"	21	"v"	91	3	2	1	6	216	0	5	5	1	466	10	"humeurig"	1	1
"2652"	21	"v"	92	3	2	1	0	216	0	5	5	1	503	1	"onaardig"	1	1
"2654"	21	"v"	94	3	2	2	2	216	0	5	5	1	440	6	"onaardig"	1	1
"2655"	21	"v"	95	3	2	1	1	216	1	6	6	1	452	8	"sympathiek"	1	1
"2656"	21	"v"	96	3	2	1	7	216	0	5	5	1	502	6	"irritant"	1	1
"2657"	21	"v"	97	4	2	2	5	216	1	6	6	1	493	7	"aangenaam"	1	1
"2658"	21	"v"	98	4	2	1	0	216	0	5	5	1	465	1	"stug"	1	1
"2659"	21	"v"	99	4	2	2	2	216	1	6	6	1	445	1	"mooi"	1	1
"2660"	21	"v"	100	4	2	2	5	216	1	6	6	1	315	1	"mooi"	1	1
"2661"	21	"v"	101	4	2	1	1	216	1	6	6	1	614	7	"liefhebbend"	1	1
"2662"	21	"v"	102	4	2	2	5	216	1	6	6	1	340	1	"mooi"	1	1
"2663"	21	"v"	103	4	2	2	2	216	1	6	6	1	342	7	"mooi"	1	1
"2664"	21	"v"	104	4	2	2	5	216	0	5	5	1	565	6	"onsympathiek"	1	1
"2665"	21	"v"	105	4	2	1	0	216	1	6	6	1	449	10	"mooi"	1	1
"2666"	21	"v"	106	4	2	1	1	216	0	5	5	1	470	7	"stug"	1	1
"2667"	21	"v"	107	4	2	1	0	216	0	5	5	1	566	1	"onvriendelijk"	1	1
"2668"	21	"v"	108	4	2	2	4	216	0	5	5	1	449	1	"stug"	1	1
"2669"	21	"v"	109	4	2	2	5	216	0	5	5	1	474	7	"onaardig"	1	1
"2670"	21	"v"	110	4	2	1	6	216	1	6	6	1	473	1	"lief"	1	1
"2671"	21	"v"	111	4	2	2	4	216	0	5	5	1	395	17	"onaardig"	1	1
"2672"	21	"v"	112	4	2	1	1	216	1	6	6	1	408	1	"liefhebbend"	1	1
"2673"	21	"v"	113	4	2	1	7	216	0	5	5	1	576	7	"onsympathiek"	1	1
"2674"	21	"v"	114	4	2	1	1	216	1	6	6	1	525	7	"aangenaam"	1	1
"2675"	21	"v"	115	4	2	1	7	216	0	5	5	1	560	1	"onvriendelijk"	1	1
"2676"	21	"v"	116	4	2	2	3	216	1	6	6	1	559	7	"lief"	1	1
"2677"	21	"v"	117	4	2	1	6	216	0	5	5	1	561	7	"onvriendelijk"	1	1
"2678"	21	"v"	118	4	2	1	6	216	0	5	5	1	545	1	"humeurig"	1	1
"2679"	21	"v"	119	4	2	1	0	216	1	6	6	1	468	1	"lief"	1	1
"2680"	21	"v"	120	4	2	2	4	216	0	5	5	1	548	7	"onvriendelijk"	1	1
"2681"	21	"v"	121	4	2	1	6	216	1	6	6	1	571	7	"aangenaam"	1	1
"2682"	21	"v"	122	4	2	2	2	216	1	6	6	1	515	7	"vriendelijk"	1	1
"2683"	21	"v"	123	4	2	2	4	216	1	6	6	1	400	1	"vriendelijk"	1	1
"2684"	21	"v"	124	4	2	1	0	216	1	6	6	1	440	7	"sympathiek"	1	1
"2686"	21	"v"	126	4	2	2	2	216	0	5	5	1	657	6	"onsympathiek"	1	1
"2687"	21	"v"	127	4	2	2	2	216	1	6	6	1	503	7	"aangenaam"	1	1
"2688"	21	"v"	128	4	2	2	5	216	0	5	5	1	510	7	"irritant"	1	1
"2693"	22	"v"	5	1	1	2	2	216	1	5	5	1	709	7	"liefhebbend"	1	1
"2694"	22	"v"	6	1	1	1	0	216	1	5	5	1	642	1	"liefhebbend"	1	1
"2696"	22	"v"	8	1	1	2	4	216	1	5	5	1	626	7	"sympathiek"	1	1
"2697"	22	"v"	9	1	1	2	5	216	1	5	5	1	538	7	"liefhebbend"	1	1
"2698"	22	"v"	10	1	1	2	4	216	1	5	5	1	449	1	"lief"	1	1
"2699"	22	"v"	11	1	1	1	7	216	1	5	5	1	500	7	"vriendelijk"	1	1
"2700"	22	"v"	12	1	1	2	2	216	0	6	6	1	519	7	"onvriendelijk"	1	1
"2701"	22	"v"	13	1	1	1	7	216	1	5	5	1	512	1	"liefhebbend"	1	1
"2702"	22	"v"	14	1	1	1	0	216	1	5	5	1	494	1	"vriendelijk"	1	1
"2703"	22	"v"	15	1	1	1	0	216	0	6	6	1	542	7	"humeurig"	1	1
"2704"	22	"v"	16	1	1	1	0	216	1	5	5	1	480	1	"vriendelijk"	1	1
"2705"	22	"v"	17	1	1	2	5	216	0	6	6	1	530	7	"onsympathiek"	1	1
"2706"	22	"v"	18	1	1	1	6	216	0	6	6	1	560	1	"humeurig"	1	1
"2707"	22	"v"	19	1	1	1	1	216	0	6	6	1	704	8	"onaardig"	1	1
"2708"	22	"v"	20	1	1	2	2	216	1	5	5	1	473	1	"lief"	1	1
"2709"	22	"v"	21	1	1	2	3	216	1	5	5	1	533	1	"liefhebbend"	1	1
"2710"	22	"v"	22	1	1	2	3	216	1	5	5	1	477	1	"liefhebbend"	1	1
"2711"	22	"v"	23	1	1	2	5	216	0	6	6	1	562	9	"humeurig"	1	1
"2712"	22	"v"	24	1	1	2	5	216	1	5	5	1	595	1	"liefhebbend"	1	1
"2713"	22	"v"	25	1	1	1	1	216	1	5	5	1	461	7	"vriendelijk"	1	1
"2714"	22	"v"	26	1	1	2	5	216	0	6	6	1	421	1	"onsympathiek"	1	1
"2715"	22	"v"	27	1	1	1	0	216	0	6	6	1	475	1	"onsympathiek"	1	1
"2716"	22	"v"	28	1	1	1	6	216	0	6	6	1	529	7	"onaardig"	1	1
"2717"	22	"v"	29	1	1	2	4	216	0	6	6	1	592	6	"onaardig"	1	1
"2718"	22	"v"	30	1	1	1	1	216	1	5	5	1	465	6	"aangenaam"	1	1
"2719"	22	"v"	31	1	1	2	3	216	1	5	5	1	466	1	"vriendelijk"	1	1
"2720"	22	"v"	32	1	1	2	5	216	1	5	5	1	695	1	"vriendelijk"	1	1
"2721"	22	"v"	33	2	1	2	4	216	0	6	6	1	513	1	"irritant"	1	1
"2722"	22	"v"	34	2	1	2	5	216	0	6	6	1	560	1	"stug"	1	1
"2723"	22	"v"	35	2	1	1	0	216	0	6	6	1	558	7	"humeurig"	1	1
"2724"	22	"v"	36	2	1	1	6	216	0	6	6	1	446	1	"stug"	1	1
"2725"	22	"v"	37	2	1	1	6	216	0	6	6	1	475	7	"onaardig"	1	1
"2726"	22	"v"	38	2	1	2	3	216	1	5	5	1	396	1	"aangenaam"	1	1
"2727"	22	"v"	39	2	1	1	0	216	0	6	6	1	461	7	"onsympathiek"	1	1
"2728"	22	"v"	40	2	1	1	1	216	0	6	6	1	481	7	"stug"	1	1
"2729"	22	"v"	41	2	1	1	7	216	0	6	6	1	518	8	"irritant"	1	1
"2730"	22	"v"	42	2	1	2	4	216	0	6	6	1	418	1	"onaardig"	1	1
"2731"	22	"v"	43	2	1	1	0	216	1	5	5	1	557	1	"sympathiek"	1	1
"2732"	22	"v"	44	2	1	2	2	216	1	5	5	1	484	1	"aangenaam"	1	1
"2733"	22	"v"	45	2	1	1	0	216	1	5	5	1	390	7	"liefhebbend"	1	1
"2734"	22	"v"	46	2	1	2	2	216	1	5	5	1	455	1	"vriendelijk"	1	1
"2735"	22	"v"	47	2	1	2	4	216	0	6	6	1	480	1	"irritant"	1	1
"2736"	22	"v"	48	2	1	2	2	216	0	6	6	1	458	1	"onaardig"	1	1
"2737"	22	"v"	49	2	1	1	0	216	0	6	6	1	538	1	"humeurig"	1	1
"2738"	22	"v"	50	2	1	1	7	216	0	6	6	1	486	8	"onsympathiek"	1	1
"2739"	22	"v"	51	2	1	2	3	216	0	6	6	1	499	1	"onsympathiek"	1	1
"2740"	22	"v"	52	2	1	1	6	216	1	5	5	1	458	1	"aangenaam"	1	1
"2741"	22	"v"	53	2	1	2	2	216	0	6	6	1	506	1	"onaardig"	1	1
"2742"	22	"v"	54	2	1	1	6	216	0	6	6	1	420	1	"onaardig"	1	1
"2743"	22	"v"	55	2	1	2	3	216	1	5	5	1	392	2	"liefhebbend"	1	1
"2744"	22	"v"	56	2	1	2	5	216	1	5	5	1	531	1	"mooi"	1	1
"2745"	22	"v"	57	2	1	1	1	216	1	5	5	1	600	1	"sympathiek"	1	1
"2746"	22	"v"	58	2	1	2	3	216	0	6	6	1	556	7	"humeurig"	1	1
"2747"	22	"v"	59	2	1	1	1	216	0	6	6	1	588	1	"irritant"	1	1
"2748"	22	"v"	60	2	1	1	0	216	0	6	6	1	579	1	"onvriendelijk"	1	1
"2749"	22	"v"	61	2	1	2	4	216	1	5	5	1	381	7	"lief"	1	1
"2750"	22	"v"	62	2	1	1	1	216	1	5	5	1	444	7	"mooi"	1	1
"2751"	22	"v"	63	2	1	2	2	216	0	6	6	1	513	1	"irritant"	1	1
"2752"	22	"v"	64	2	1	2	4	216	0	6	6	1	435	1	"onaardig"	1	1
"2754"	22	"v"	66	3	1	2	5	216	0	6	6	1	455	9	"onsympathiek"	1	1
"2755"	22	"v"	67	3	1	1	1	216	0	6	6	1	481	1	"onsympathiek"	1	1
"2756"	22	"v"	68	3	1	1	7	216	0	6	6	1	607	6	"onvriendelijk"	1	1
"2758"	22	"v"	70	3	1	2	4	216	1	5	5	1	489	1	"vriendelijk"	1	1
"2759"	22	"v"	71	3	1	1	1	216	1	5	5	1	518	1	"vriendelijk"	1	1
"2760"	22	"v"	72	3	1	2	3	216	1	5	5	1	586	9	"mooi"	1	1
"2761"	22	"v"	73	3	1	2	5	216	1	5	5	1	432	7	"lief"	1	1
"2762"	22	"v"	74	3	1	1	0	216	1	5	5	1	411	1	"lief"	1	1
"2763"	22	"v"	75	3	1	1	1	216	1	5	5	1	409	1	"vriendelijk"	1	1
"2764"	22	"v"	76	3	1	1	6	216	1	5	5	1	444	1	"mooi"	1	1
"2765"	22	"v"	77	3	1	2	3	216	0	6	6	1	461	9	"stug"	1	1
"2766"	22	"v"	78	3	1	2	2	216	1	5	5	1	429	7	"mooi"	1	1
"2767"	22	"v"	79	3	1	1	6	216	1	5	5	1	491	6	"aangenaam"	1	1
"2768"	22	"v"	80	3	1	1	7	216	1	5	5	1	384	1	"aangenaam"	1	1
"2769"	22	"v"	81	3	1	1	7	216	1	5	5	1	392	1	"sympathiek"	1	1
"2770"	22	"v"	82	3	1	1	0	216	0	6	6	1	542	1	"onsympathiek"	1	1
"2772"	22	"v"	84	3	1	1	6	216	1	5	5	1	557	1	"lief"	1	1
"2773"	22	"v"	85	3	1	2	3	216	1	5	5	1	460	7	"aangenaam"	1	1
"2774"	22	"v"	86	3	1	2	3	216	0	6	6	1	525	1	"onsympathiek"	1	1
"2775"	22	"v"	87	3	1	1	1	216	0	6	6	1	611	1	"humeurig"	1	1
"2776"	22	"v"	88	3	1	1	0	216	0	6	6	1	453	7	"onsympathiek"	1	1
"2777"	22	"v"	89	3	1	1	7	216	0	6	6	1	588	8	"stug"	1	1
"2778"	22	"v"	90	3	1	2	3	216	0	6	6	1	412	1	"onsympathiek"	1	1
"2779"	22	"v"	91	3	1	2	4	216	1	5	5	1	556	7	"liefhebbend"	1	1
"2780"	22	"v"	92	3	1	2	4	216	1	5	5	1	594	1	"aangenaam"	1	1
"2781"	22	"v"	93	3	1	2	5	216	0	6	6	1	442	1	"onsympathiek"	1	1
"2782"	22	"v"	94	3	1	2	2	216	0	6	6	1	511	1	"onaardig"	1	1
"2783"	22	"v"	95	3	1	2	3	216	0	6	6	1	545	1	"irritant"	1	1
"2784"	22	"v"	96	3	1	1	6	216	1	5	5	1	544	7	"vriendelijk"	1	1
"2785"	22	"v"	97	4	1	1	7	216	0	6	6	1	510	1	"irritant"	1	1
"2786"	22	"v"	98	4	1	2	4	216	1	5	5	1	684	1	"sympathiek"	1	1
"2787"	22	"v"	99	4	1	1	7	216	0	6	6	1	429	1	"onsympathiek"	1	1
